"ConditionA1.bam" "ConditionA2.bam" "ConditionA3.bam" "ConditionD1.bam" "ConditionD2.bam" "ConditionD3.bam" "ConditionE1.bam" "ConditionE2.bam" "ConditionE3.bam" "ConditionF1.bam" "ConditionF2.bam" "ConditionF3.bam" "ConditionF4.bam" "ConditionG1.bam" "ConditionG2.bam" "ConditionG3.bam" "ConditionG4.bam"
"Cluster-2491.13170" 33 29 26 31 35 19 15 31 40 41 37 47 91 30 19 129 43
"Cluster-2491.13173" 48 115 78 42 211 421 5967 31340 117 62 1755 413 4119 2576 382 70 42
"Cluster-2491.13175" 1 1 0 0 0 0 122 499 1 1 12 7 108 51 4 1 1
"Cluster-2491.13182" 72 63 39 90 62 60 6 17 13 22 24 11 19 4 13 22 32
"Cluster-2491.13183" 4 2 0 0 1 0 9 0 10 1 0 1 1 3 0 17 8
"Cluster-2491.13184" 38 15 8 0 4 1 6 11 6 1 4 9 20 5 2 24 10
"Cluster-2491.13186" 63 42 12 58 57 43 13 68 25 11 16 33 60 52 13 62 70
"Cluster-2491.13189" 4 3 5 2 4 8 10 13 4 0 0 1 7 8 0 34 18
"Cluster-2491.13190" 27 13 11 6 6 9 12 11 12 11 8 15 21 5 11 40 44
"Cluster-2491.13191" 0 1 0 0 0 0 8 0 1 3 0 0 0 1 0 3 0
"Cluster-2491.13195" 1 3 4 3 9 2 117 14 86 1 2 3 3 52 14 136 120
"Cluster-2491.13196" 62 40 24 33 28 23 26 63 37 11 21 23 40 33 15 145 69
"Cluster-2491.13198" 11 13 10 3 3 3 0 12 0 0 0 3 2 11 0 0 11
"Cluster-2491.13203" 5 4 1 5 16 16 3 13 17 3 4 3 4 7 5 38 16
"Cluster-2491.13204" 23 64 15 2 0 12 5 0 3 80 15 0 3 34 56 7 29
"Cluster-2491.13211" 81 77 58 22 16 14 10 10 12 8 8 15 44 7 3 57 42
"Cluster-2491.13212" 11 13 7 12 18 14 4 10 5 1 2 3 18 6 4 37 31
"Cluster-2491.13213" 15 13 11 8 4 8 4 16 2 4 1 4 12 3 1 20 19
"Cluster-2491.13215" 32 25 17 4 6 5 7 9 6 2 2 2 7 10 4 56 16
"Cluster-2491.13217" 52 51 42 45 40 27 8 22 16 91 140 263 190 5 80 168 76
"Cluster-2491.13218" 3 6 5 15 18 22 25 63 53 14 17 26 21 42 25 98 49
"Cluster-2491.13223" 8 7 2 38 22 16 39 74 57 46 41 41 26 31 52 52 44
"Cluster-2491.13224" 3 6 5 136 106 74 18 97 97 39 39 56 72 56 46 276 107
"Cluster-2491.13229" 428 278 268 25 22 18 27 88 29 127 279 84 94 27 105 125 94
"Cluster-2491.13230" 5 2 2 3 0 3 3 1 0 7 4 12 8 3 2 8 10
"Cluster-2491.13233" 96 94 49 62 82 63 27 75 71 55 62 51 62 55 55 160 69
"Cluster-2491.13236" 3 2 1 6 2 2 0 0 0 0 0 0 0 3 0 0 0
"Cluster-2491.13241" 18 26 6 6 11 11 1 9 7 11 16 13 17 4 8 7 8
"Cluster-2491.13243" 0 2 2 0 0 0 44 872 0 0 18 1 12 34 0 1 0
"Cluster-2491.13244" 44 46 26 2 2 1 8 33 16 6 3 1 2 14 6 93 32
"Cluster-2491.13247" 60 38 18 31 31 32 6 12 6 0 3 7 24 5 0 16 24
"Cluster-2491.13248" 180 133 73 88 108 83 14 34 18 7 8 16 48 14 9 74 65
"Cluster-2491.13250" 171 193 101 2 3 2 298 108 378 1 9 0 3 175 67 460 276
"Cluster-2491.13254" 65 32 20 89 70 60 29 95 92 83 131 95 108 54 82 176 91
"Cluster-2491.13255" 0 0 1 0 9 0 0 8 4 0 2 1 0 9 0 0 25
"Cluster-2491.13256" 1 21 6 0 0 0 1 1 1 4 1 5 1 13 1 1 3
"Cluster-2491.13257" 5 71 35 26 3 3 1 3 4 3 12 71 8 22 3 2 9
"Cluster-2491.13263" 2 1 0 2 1 0 13 3 9 0 0 1 0 5 0 13 4
"Cluster-2491.13266" 51 49 27 16 17 17 17 35 37 8 23 9 14 19 18 58 43
"Cluster-2491.13273" 3 2 1 2 5 6 2 5 2 0 0 1 8 2 0 0 10
"Cluster-2491.13275" 96 65 66 75 76 44 7 29 11 9 19 40 84 14 5 114 78
"Cluster-2491.13276" 8 21 6 9 11 14 9 2 17 0 0 10 12 7 3 39 39
"Cluster-2491.13279" 25 14 25 19 15 14 15 21 4 3 4 3 10 13 12 97 61
"Cluster-2491.13281" 1 9 1 4 4 2 27 25 5 2 0 1 1 11 3 37 18
"Cluster-2491.13282" 282 102 136 69 62 84 31 196 118 511 786 197 470 107 328 368 87
"Cluster-2491.13285" 1 11 3 3 0 2 0 3 0 1 1 24 0 9 1 1 18
"Cluster-2491.13289" 15 73 43 8 16 25 9 108 129 105 46 17 3 38 220 198 340
"Cluster-2491.13294" 6 5 0 2 5 7 0 4 0 0 0 0 3 0 0 2 2
"Cluster-2491.13296" 23 22 9 6 4 6 0 7 2 2 0 2 10 2 0 10 3
"Cluster-2491.13298" 2 8 10 176 11 34 33 6 39 30 0 2 6 4 10 39 34
"Cluster-2491.13299" 10 11 6 5 9 7 2 6 0 2 0 5 13 6 0 7 15
"Cluster-2491.13301" 48 58 25 68 35 24 5 12 12 7 10 12 25 12 5 37 27
"Cluster-2491.13303" 5 6 0 0 1 2 0 0 2 0 0 0 0 2 0 0 0
"Cluster-2491.13305" 0 0 0 2 1 0 1 7 4 0 0 0 1 5 1 11 8
"Cluster-2491.13309" 8 5 2 1 1 0 0 1 2 0 1 1 2 2 0 5 0
"Cluster-2491.13312" 41 35 14 22 21 14 15 13 28 12 13 46 40 13 31 92 60
"Cluster-2491.13318" 609 475 445 110 247 110 120 235 274 478 553 383 338 99 358 762 573
"Cluster-2491.13322" 5 1 0 1 1 0 1 3 1 0 0 1 5 1 0 0 4
"Cluster-2491.13328" 50 60 50 25 19 12 20 15 9 7 11 28 41 15 4 71 64
"Cluster-2491.13330" 25 49 56 31 23 39 8 29 30 54 8 2 3 23 34 71 73
"Cluster-2491.13333" 6 3 1 24 15 23 7 15 226 6 5 5 4 9 10 27 14
"Cluster-2491.13334" 8 2 5 5 5 1 1 4 1 1 0 1 4 2 0 4 11
"Cluster-2491.13335" 31 65 32 65 270 606 2104 12613 58 33 423 126 1730 1149 121 25 20
"Cluster-2491.13339" 0 0 0 1 1 0 85 17 32 1 1 2 1 27 12 66 35
"Cluster-2491.13341" 7 4 3 2 3 1 0 6 2 8 6 1 5 0 2 7 4
"Cluster-2491.13342" 1 3 0 0 1 0 0 2 1 2 2 2 4 1 1 5 0
"Cluster-2491.13343" 171 125 126 32 23 22 15 21 6 15 11 32 50 10 4 90 53
"Cluster-2491.13345" 1 1 1 0 4 4 6 12 26 0 4 8 5 7 6 18 11
"Cluster-2491.13346" 2 3 2 3 6 5 16 48 25 28 20 6 6 25 18 91 26
"Cluster-2491.13347" 2 4 2 4 7 5 9 60 18 21 12 6 3 39 28 66 21
"Cluster-2491.13350" 19 19 12 3 6 4 34 6 23 1 2 14 13 17 11 51 19
"Cluster-2491.13354" 2 1 0 2 10 5 1 14 8 0 0 0 7 8 1 14 9
"Cluster-2491.13356" 147 134 117 101 114 62 35 41 70 35 56 52 64 44 46 147 112
"Cluster-2491.13360" 12 10 5 18 7 3 13 7 26 3 8 10 12 4 7 35 33
"Cluster-2491.13363" 1 3 4 1 0 0 4 6 4 1 2 2 3 7 0 27 8
"Cluster-2491.13367" 4 0 0 6 7 6 25 21 64 17 11 7 4 14 17 69 58
"Cluster-2491.13369" 0 0 0 7 6 5 6 90 15 1 3 7 6 14 0 17 19
"Cluster-2491.13371" 23 15 15 2 8 2 57 28 48 4 15 44 59 41 6 181 66
"Cluster-2491.13372" 4 14 15 5 5 7 9 23 6 4 3 0 8 10 4 25 21
"Cluster-2491.13373" 5 6 8 8 9 5 3 5 3 4 3 7 8 2 1 30 20
"Cluster-2491.13377" 16 876 39 48 11 7 12 3 2 39 18 198 22 31 20 3 11
"Cluster-2491.13378" 14 19 6 6 5 3 3 5 0 0 9 4 10 3 5 19 14
"Cluster-2491.13379" 56 37 29 39 18 17 8 17 14 5 3 4 9 7 1 15 9
"Cluster-2491.13383" 0 1 0 0 11 8 3 4 0 0 0 3 18 8 0 10 8
"Cluster-2491.13385" 6 1 155 28 3 14 53 242 161 74 119 119 31 239 146 683 282
"Cluster-2491.13386" 104 85 10 834 413 66 173 12 1631 35 135 7 102 7 40 91 234
"Cluster-2491.13387" 0 33 13 176 18 24 193 20 47 6 100 8 13 10 251 19 101
"Cluster-2491.13388" 359 376 256 636 582 461 148 393 575 194 141 98 135 159 212 860 670
"Cluster-2491.13395" 1 2 5 2 3 1 0 0 0 2 3 0 0 5 1 2 2
"Cluster-2491.13400" 111 185 77 48 54 25 17 55 49 63 54 53 64 24 28 80 45
"Cluster-2491.13402" 213 132 127 165 233 165 46 77 82 107 206 363 469 28 86 471 403
"Cluster-2491.13404" 22 9 12 5 6 6 5 4 0 2 3 0 7 6 0 10 13
"Cluster-2491.13407" 11 12 8 12 18 8 1 11 1 2 4 1 3 6 3 11 4
"Cluster-2491.13408" 38 30 8 27 28 31 14 24 9 9 17 18 26 7 15 60 38
"Cluster-2491.13411" 6 0 5 169 222 117 41 40 162 8 10 104 44 9 12 62 116
"Cluster-2491.13412" 22 9 11 73 56 34 35 85 31 8 11 29 40 44 18 105 78
"Cluster-2491.13413" 34 31 18 1 4 1 2 4 0 8 2 0 5 1 0 7 4
"Cluster-2491.13414" 45 32 7 42 29 37 35 27 19 39 64 78 99 17 17 52 76
"Cluster-2491.13415" 2 4 1 2 1 0 0 1 0 0 0 2 4 4 0 1 6
"Cluster-2491.13419" 10 33 11 20 82 222 887 4230 37 16 233 95 678 321 76 10 9
"Cluster-2491.13423" 112 44 66 41 84 16 7 24 8 65 88 51 132 4 32 28 17
"Cluster-2491.13427" 10 11 5 2 4 5 1 0 3 1 0 3 6 0 0 6 5
"Cluster-2491.13430" 2 3 0 0 1 0 2 1 0 0 0 0 1 1 0 1 1
"Cluster-2491.13431" 20 24 17 42 35 30 6 45 12 2 1 4 11 13 1 76 74
"Cluster-2491.13435" 1 0 0 1 1 0 58 19 45 2 2 8 8 19 1 135 46
"Cluster-2491.13436" 2 7 15 3 2 7 1 4 8 5 1 0 0 4 4 9 13
"Cluster-2491.13440" 7 12 6 11 3 12 11 5 14 3 0 1 5 13 0 18 20
"Cluster-2491.13442" 1 0 2 1 8 3 0 5 2 0 1 0 1 1 0 0 4
"Cluster-2491.13443" 49 70 42 23 41 20 27 102 54 33 41 23 36 52 35 208 120
"Cluster-2491.13451" 3 3 30 60 114 291 1906 960 1308 376 608 596 551 176 339 1887 1319
"Cluster-2491.13452" 21 24 34 27 12 27 38 68 54 8 7 12 24 19 20 138 136
"Cluster-2491.13457" 37 29 22 14 25 16 9 12 5 12 8 30 64 7 7 46 44
"Cluster-2491.13459" 45 31 14 23 29 37 1 6 26 11 22 3 6 5 2 17 9
"Cluster-2491.13460" 1 1 0 5 5 2 0 0 0 0 0 2 3 1 0 0 2
"Cluster-2491.13463" 5 17 5 6 1 3 0 2 1 0 2 2 5 2 1 13 7
"Cluster-2491.13468" 145 134 89 54 43 26 16 22 8 8 12 37 70 17 6 38 34
"Cluster-2491.13471" 121 103 90 18 14 10 15 100 44 24 36 23 22 43 25 128 54
"Cluster-2491.13476" 19 6 7 9 13 5 3 17 4 4 4 4 6 6 2 8 20
"Cluster-2491.13479" 15 23 10 12 6 10 2 8 3 0 1 1 8 4 0 13 25
"Cluster-2491.13480" 281 189 148 82 114 88 11 55 34 61 74 65 99 13 29 119 111
"Cluster-2491.13481" 23 18 8 25 44 26 13 20 27 3 4 12 17 14 4 36 34
"Cluster-2491.13487" 431 338 386 143 158 110 37 129 102 107 205 129 227 50 116 302 149
"Cluster-2491.13491" 12 15 9 9 10 10 6 33 7 0 0 1 3 18 0 67 79
"Cluster-2491.13494" 16 10 4 5 2 4 4 3 1 0 2 2 2 6 1 11 8
"Cluster-2491.13495" 0 1 60 488 7 48 108 22 151 109 2 0 12 13 4 102 83
"Cluster-2491.13496" 0 2 42 309 9 37 79 17 86 79 0 2 10 8 1 65 62
"Cluster-2491.13498" 1 3 115 800 10 137 190 42 284 201 1 2 26 24 14 182 164
"Cluster-2491.13500" 63 43 44 30 13 10 10 26 11 24 41 48 68 6 22 83 38
"Cluster-2491.13504" 33 21 4 22 48 41 23 105 82 44 45 14 36 47 50 138 36
"Cluster-2491.13506" 83 75 34 194 166 102 30 137 30 19 54 26 51 63 18 178 146
"Cluster-2491.13511" 6 17 14 19 4 6 0 2 4 0 1 43 5 8 2 2 4
"Cluster-2491.13512" 4 0 3 0 0 0 0 1 0 0 0 0 3 7 0 3 4
"Cluster-2491.13518" 0 0 0 0 0 0 93 91 0 0 0 0 26 1 0 0 0
"Cluster-2491.13519" 0 0 0 0 0 0 72 39 0 0 3 0 1 2 0 0 0
"Cluster-2491.13520" 12 11 5 14 3 13 3 32 4 0 0 7 16 9 1 41 50
"Cluster-2491.13521" 0 1 0 19 34 20 12 28 37 2 1 2 0 22 8 66 48
"Cluster-2491.13522" 26 51 21 5 8 5 6 13 10 9 6 6 11 19 8 65 39
"Cluster-2491.13523" 31 22 34 16 14 22 7 23 23 8 35 31 59 14 11 50 42
"Cluster-2491.13524" 34 30 8 73 85 46 54 93 80 37 87 116 143 58 37 102 148
"Cluster-2491.13525" 31 23 25 17 14 15 6 18 6 37 50 81 119 6 31 77 47
"Cluster-2491.13528" 3 2 1 0 0 0 2 0 4 2 0 5 5 1 0 15 16
"Cluster-2491.13529" 5 3 2 1 0 1 8 6 4 0 0 1 2 9 2 58 17
"Cluster-2491.13530" 0 0 1 0 0 0 33 27 16 2 2 3 2 5 10 34 22
"Cluster-2491.13532" 247 186 118 157 198 129 29 53 55 102 132 212 249 54 39 228 151
"Cluster-2491.13533" 127 80 49 98 148 75 53 57 76 157 245 591 724 50 143 570 323
"Cluster-2491.13535" 31 27 16 32 27 19 30 34 37 90 229 142 187 20 72 199 121
"Cluster-2491.13537" 2 1 2 3 1 2 5 8 1 0 0 2 2 9 4 56 26
"Cluster-2491.13538" 5 2 5 3 3 1 2 2 0 2 0 1 5 1 0 4 9
"Cluster-2491.13539" 4 2 4 8 10 1 1 8 0 0 0 0 5 2 1 5 2
"Cluster-2491.13546" 9 8 5 8 10 12 10 46 1 2 0 0 7 24 0 72 56
"Cluster-2491.13547" 69 82 63 363 371 255 149 147 106 240 315 603 764 111 135 351 450
"Cluster-2491.13548" 0 0 0 0 0 0 34 1 16 1 0 0 0 7 3 6 6
"Cluster-2491.13550" 0 0 0 0 0 0 8 3 0 0 0 0 0 5 0 15 5
"Cluster-2491.13551" 0 1 1 0 0 0 424 1777 16 2 34 32 235 144 3 2 0
"Cluster-2491.13552" 2 7 5 7 9 9 3 9 11 22 13 38 21 7 6 20 18
"Cluster-2491.13554" 0 1 1 2 0 0 10 2 3 0 0 0 2 5 0 9 3
"Cluster-2491.13561" 116 72 51 88 79 51 105 261 125 38 48 47 79 104 61 421 300
"Cluster-2491.13562" 0 0 0 8 11 14 21 27 19 5 12 6 27 12 19 34 30
"Cluster-2491.13563" 0 2 0 23 19 22 11 19 10 2 4 5 27 29 2 34 21
"Cluster-2491.13564" 2 4 0 73 42 40 22 74 27 6 12 21 42 93 16 88 67
"Cluster-2491.13568" 43 437 474 24 158 237 5978 5081 82 82 536 1704 2456 918 300 177 96
"Cluster-2491.13569" 33 36 24 100 93 64 28 135 116 38 52 29 33 54 62 138 96
"Cluster-2491.13573" 11 1 1 1 5 2 5 6 1 1 4 2 7 2 3 6 4
"Cluster-2491.13574" 25 19 11 5 6 2 1 14 2 0 2 3 10 6 0 6 4
"Cluster-2491.13581" 2 0 1 2 2 0 1 1 0 0 0 0 2 4 0 1 1
"Cluster-2491.13583" 27 14 7 5 8 7 2 6 3 0 0 2 9 2 1 7 17
"Cluster-2491.13584" 10 10 5 13 25 32 24 24 15 5 9 9 26 11 12 57 36
"Cluster-2491.13585" 17 14 8 9 29 28 15 25 11 5 11 9 10 10 10 30 16
"Cluster-2491.13588" 22 18 33 19 18 16 11 15 10 3 11 48 58 6 26 108 50
"Cluster-2491.13589" 40 64 53 18 21 7 11 11 6 5 11 40 43 4 4 53 49
"Cluster-2491.13598" 0 0 0 0 0 0 33 274 3 0 2 3 41 22 1 0 2
"Cluster-2491.13600" 9 12 11 0 1 0 1 2 0 0 0 2 1 1 2 0 6
"Cluster-2491.13602" 11 7 7 1 2 4 0 5 4 0 1 5 9 3 5 6 6
"Cluster-2491.13604" 431 366 279 324 377 178 61 162 232 108 119 66 127 78 107 369 254
"Cluster-2491.13605" 55 53 48 24 17 19 28 167 51 51 120 78 90 57 100 155 102
"Cluster-2491.13608" 2 5 0 16 12 24 7 1 1 0 0 0 0 6 0 3 1
"Cluster-2491.13609" 11 3 19 12 0 10 1 7 4 7 3 1 3 1 10 22 21
"Cluster-2491.13610" 115 73 33 137 194 109 17 29 39 126 123 58 159 18 51 59 54
"Cluster-2491.13611" 61 41 26 38 57 34 38 61 92 31 50 71 72 36 47 166 89
"Cluster-2491.13612" 1 0 0 3 2 5 0 5 0 0 0 1 2 3 0 3 4
"Cluster-2491.13614" 121 82 78 465 314 300 13 53 3 45 76 208 142 3 29 141 34
"Cluster-2491.13616" 11 12 8 51 35 30 20 25 15 4 13 17 22 18 10 36 37
"Cluster-2491.13617" 3 3 3 3 7 4 0 0 1 1 0 0 3 2 0 5 8
"Cluster-2491.13618" 7 68 49 18 14 22 16 112 145 105 51 12 6 44 234 167 309
"Cluster-2491.13619" 210 113 198 46 36 30 34 71 55 56 121 342 343 33 70 503 248
"Cluster-2491.13621" 61 40 22 5 3 4 3 17 1 6 1 3 10 12 1 30 27
"Cluster-2491.13626" 119 124 59 233 358 242 169 265 382 101 69 118 235 189 151 1079 1009
"Cluster-2491.13633" 0 4 0 2 3 1 224 24 96 1 0 5 2 77 16 196 88
"Cluster-2491.13637" 356 268 182 22 30 23 5 30 22 94 113 36 43 15 41 28 35
"Cluster-2491.13639" 131 90 63 39 48 19 40 58 35 25 45 105 148 30 40 223 104
"Cluster-2491.13640" 12 4 3 1 3 6 6 7 2 6 3 3 9 4 2 28 20
"Cluster-2491.13641" 1 4 0 8 22 20 8 44 42 4 0 2 9 59 9 78 31
"Cluster-2491.13642" 3 1 2 1 4 2 2 3 2 2 3 2 10 2 0 12 9
"Cluster-2491.13643" 2 3 0 2 6 1 12 27 26 11 13 3 4 9 8 55 44
"Cluster-2491.13645" 14 18 8 8 18 4 3 3 0 2 0 6 9 3 2 4 6
"Cluster-2491.13648" 25 35 5 19 11 14 12 9 14 12 27 25 42 9 8 19 32
"Cluster-2491.13649" 320 249 179 175 221 170 94 175 225 226 247 294 386 109 199 571 292
"Cluster-2491.13651" 13 15 8 6 2 6 1 5 0 0 0 4 6 3 1 12 9
"Cluster-2491.13652" 7 9 10 3 3 3 4 3 3 0 0 0 7 1 1 8 8
"Cluster-2491.13655" 0 1 0 0 0 0 172 818 2 0 2 8 102 124 0 0 0
"Cluster-2491.13660" 83 53 29 46 41 25 18 33 5 13 16 19 57 31 2 70 74
"Cluster-2491.13662" 26 36 12 78 87 60 13 54 62 16 6 15 18 37 16 94 60
"Cluster-2491.13664" 37 26 21 49 32 15 18 31 17 6 26 27 60 18 20 67 48
"Cluster-2491.13666" 11 12 8 2 1 0 1 6 4 0 0 1 0 7 0 7 3
"Cluster-2491.13667" 6 5 7 0 2 0 2 7 6 0 0 2 3 7 0 6 3
"Cluster-2491.13668" 0 5 2 0 0 0 99 567 1 0 29 8 63 30 12 3 0
"Cluster-2491.13669" 2 0 0 0 0 0 47 22 26 0 0 0 1 22 6 75 16
"Cluster-2491.13670" 16 18 13 3 10 6 7 21 6 5 2 24 36 7 10 77 57
"Cluster-2491.13671" 19 78 26 31 186 367 2057 12486 44 25 505 153 1672 907 80 29 20
"Cluster-2491.13672" 2 2 2 1 1 3 145 264 0 0 23 10 163 47 6 0 2
"Cluster-2491.13674" 0 0 0 0 0 0 22 321 0 0 0 4 1 23 2 0 0
"Cluster-2491.13676" 1 0 1 4 0 3 4 16 11 7 3 3 2 7 4 32 19
"Cluster-2491.13677" 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0
"Cluster-2491.13681" 4 14 1 0 1 0 734 1336 9 4 79 80 450 566 23 7 9
"Cluster-2491.13684" 9 8 4 1 2 2 1 2 1 0 0 1 5 2 0 6 1
"Cluster-2491.13685" 110 103 87 33 45 34 44 45 13 3 17 11 40 15 8 199 99
"Cluster-2491.13686" 0 0 0 0 1 0 41 16 79 0 0 0 0 33 5 47 38
"Cluster-2491.13691" 2 5 4 2 2 3 0 1 0 0 0 2 0 3 0 4 4
"Cluster-2491.13694" 50 48 38 18 13 22 1738 744 1190 15 8 3 1 408 501 5096 1318
"Cluster-2491.13695" 42 39 29 28 20 25 15 40 32 15 30 16 50 28 24 44 58
"Cluster-2491.13696" 50 34 32 35 19 20 18 45 31 55 68 71 103 16 26 78 55
"Cluster-2491.13698" 4 7 1 6 15 8 4 5 3 0 0 2 4 4 2 2 12
"Cluster-2491.13703" 6 6 6 7 8 2 10 9 19 1 3 5 1 4 2 18 14
"Cluster-2491.13705" 5 7 1 1 7 7 3 12 9 3 1 11 3 3 7 15 14
"Cluster-2491.13706" 0 0 0 11 7 2 5 18 30 4 2 7 0 43 7 76 16
"Cluster-2491.13713" 5 21 7 3 0 9 5 1 4 38 8 0 1 7 20 2 12
"Cluster-2491.13715" 38 43 21 47 30 28 20 41 23 15 15 17 32 16 10 81 96
"Cluster-2491.13716" 10 20 7 13 12 7 5 7 7 5 10 1 6 4 6 6 8
"Cluster-2491.13717" 19 10 14 15 10 10 9 23 7 5 3 12 19 11 5 11 17
"Cluster-2491.13718" 5 11 3 21 21 9 15 14 14 10 9 63 67 7 7 44 49
"Cluster-2491.13719" 35 33 37 18 10 9 10 24 5 3 7 14 9 5 9 22 19
"Cluster-2491.13722" 2 0 5 7 11 10 0 1 0 0 0 2 0 4 0 1 3
"Cluster-2491.13724" 8 5 2 4 13 5 9 5 8 1 0 1 2 6 2 24 12
"Cluster-2491.13725" 10 6 5 2 6 2 5 1 7 0 2 1 3 4 2 7 7
"Cluster-2491.13726" 13 10 11 11 10 6 8 3 11 1 2 1 0 8 1 40 29
"Cluster-2491.13729" 21 7 7 10 8 11 7 8 2 3 24 6 32 5 4 43 30
"Cluster-2491.13731" 2 3 3 1 1 4 91 41 52 0 3 14 8 77 8 227 75
"Cluster-2491.13732" 3 1 0 0 5 2 0 1 0 0 0 2 0 3 0 1 1
"Cluster-2491.13737" 4 0 0 0 0 0 11 4 14 0 0 0 0 4 4 22 11
"Cluster-2491.13738" 65 48 29 60 40 40 15 23 3 22 39 71 123 20 14 41 62
"Cluster-2491.13741" 919 653 616 56 43 31 62 135 62 1103 1854 1913 2382 33 594 996 663
"Cluster-2491.13748" 79 113 63 97 123 56 26 84 99 57 102 164 170 60 53 216 96
"Cluster-2491.13749" 72 56 41 101 130 62 21 26 47 123 153 208 268 11 59 88 57
"Cluster-2491.13750" 12 2 4 24 11 9 7 10 4 3 0 10 13 4 4 41 27
"Cluster-2491.13752" 20 13 23 9 8 4 0 3 3 2 11 13 27 6 3 12 11
"Cluster-2491.13753" 17 25 7 24 27 12 5 29 3 3 5 10 4 6 0 7 22
"Cluster-2491.13754" 70 72 35 51 51 38 15 58 63 8 30 69 131 40 21 225 122
"Cluster-2491.13763" 9 6 6 2 3 2 1 2 1 0 5 4 7 3 1 2 9
"Cluster-2491.13766" 156 123 93 125 122 86 55 100 92 76 134 161 158 44 75 183 169
"Cluster-2491.13768" 2 3 0 0 0 0 144 8 57 0 0 1 1 66 15 112 72
"Cluster-2491.13769" 1 0 1 0 0 0 37 120 36 0 0 0 1 90 5 142 123
"Cluster-2491.13773" 58 37 19 11 9 5 10 13 9 10 18 8 41 5 13 20 46
"Cluster-2491.13774" 51 46 27 9 14 11 15 21 5 4 3 14 17 7 3 28 55
"Cluster-2491.13780" 9 4 5 4 5 0 1 4 1 0 0 0 3 5 0 5 5
"Cluster-2491.13783" 2 3 0 3 2 7 0 0 0 1 0 1 3 7 0 1 1
"Cluster-2491.13785" 1 0 1 5 2 2 5 4 2 2 3 2 6 0 8 10 13
"Cluster-2491.13786" 14 5 3 0 2 1 31 15 13 3 3 1 0 17 5 85 27
"Cluster-2491.13787" 141 89 124 74 75 64 70 64 12 306 519 1177 1261 23 217 694 393
"Cluster-2491.13788" 5 0 2 0 0 0 16 14 36 0 1 0 1 27 15 62 25
"Cluster-2491.13790" 5 4 2 14 15 11 2 6 4 1 1 8 11 4 1 11 13
"Cluster-2491.13792" 6 3 2 3 3 2 2 1 7 2 0 3 11 0 3 18 10
"Cluster-2491.13794" 7 0 3 1 3 0 0 1 2 1 0 0 1 3 0 2 2
"Cluster-2491.13796" 134 101 74 14 20 9 4 31 1 84 54 130 170 6 31 14 65
"Cluster-2491.13797" 19 11 15 4 7 3 1 3 0 1 0 0 6 3 3 7 4
"Cluster-2491.13798" 8 30 6 11 1 23 0 0 15 50 12 0 4 17 27 0 14
"Cluster-2491.13799" 724 741 503 225 205 177 41 206 222 141 153 67 119 72 130 289 161
"Cluster-2491.13803" 5 2 3 5 1 0 0 1 1 0 6 6 5 2 0 8 3
"Cluster-2491.13804" 5 7 2 2 9 3 2 7 1 1 3 9 11 6 0 14 22
"Cluster-2491.13805" 33 16 16 15 15 24 1 22 5 8 3 4 11 6 11 64 31
"Cluster-2491.13812" 1 1 0 23 12 10 22 23 33 3 5 10 97 25 15 33 19
"Cluster-2491.13813" 0 0 0 0 3 1 0 2 0 0 0 3 4 8 0 4 2
"Cluster-2491.13815" 12 23 12 15 12 11 8 22 5 2 6 2 4 6 14 15 36
"Cluster-2491.13819" 6 12 13 5 5 6 4 6 6 16 4 0 1 4 9 7 10
"Cluster-2491.13822" 0 5 3 12 9 15 3 12 3 2 6 9 13 10 2 11 8
"Cluster-2491.13823" 0 1 89 98 84 118 1541 1216 1309 288 376 134 151 479 547 2964 2599
"Cluster-2491.13825" 934 682 500 632 487 436 493 450 503 409 671 790 1375 246 383 1241 1416
"Cluster-2491.13830" 3 14 17 14 9 14 4 8 12 17 6 2 2 6 20 15 20
"Cluster-2491.13832" 2 18 8 87 48 115 5 26 77 13 14 3 22 30 33 67 46
"Cluster-2491.13836" 40 31 26 17 16 32 78 59 86 18 27 19 23 21 43 219 235
"Cluster-2491.13839" 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 0
"Cluster-2491.13840" 29 30 21 21 15 21 10 26 27 23 24 39 42 19 9 73 53
"Cluster-2491.13848" 151 177 123 112 85 70 74 206 127 36 58 112 161 52 54 254 281
"Cluster-2491.13849" 13 10 10 5 2 6 3 3 0 4 0 7 10 3 2 5 8
"Cluster-2491.13853" 34 4 0 1 14 7 1 18 1 0 0 0 0 6 0 3 29
"Cluster-2491.13855" 0 2 0 11 18 17 9 63 31 4 15 15 15 9 19 72 30
"Cluster-2491.13859" 6 7 9 0 1 0 0 5 0 0 0 1 0 3 0 1 2
"Cluster-2491.13860" 8 10 8 2 5 3 12 8 13 5 7 9 4 13 12 36 40
"Cluster-2491.13863" 72 85 34 54 43 24 10 49 4 88 91 71 154 13 36 103 74
"Cluster-2491.13867" 2 2 1 0 1 0 8 15 11 11 16 6 8 10 6 18 24
"Cluster-2491.13871" 3 0 0 1 0 0 4 7 5 3 3 6 14 4 4 11 22
"Cluster-2491.13873" 8 8 5 7 7 7 14 14 21 4 37 23 12 14 18 69 28
"Cluster-2491.13875" 2 10 3 3 2 0 5 0 0 1 10 19 1 21 2 2 6
